id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
46153,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,2015.0,Ethnic,Adrika Brown Necklace
11062,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,John Miller Men Solid Light Maroon Shirts
34325,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Street Moving Fusion Red T-shirt
9545,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men Grey T-shirt
29231,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Puma Women Black Grace Flats
28125,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Black Brief 8035
8463,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Jealous Paiva Pink Tops
15400,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Runner White Sports Shoes
11054,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts
14526,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Aqua Blue & White Grey Striped Shirt
25857,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Skechers Men Black Casual Shoes
38182,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Women Sunglasses
54834,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Ivory Tag Dazzling Rossete Brown Sling Bag
9770,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Casual,ADIDAS Men Ess 3s Suit Black Tracksuits
25602,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green & Purple Churidar Kurta with Dupatta
16420,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Levi's Men Stripes White Tshirts
8669,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Unisex Green Sunglasses
51777,Women,Apparel,Innerwear,Bra,Blue,Summer,2016.0,Casual,Bwitch Blue Bra
26625,Men,Footwear,Sandal,Sports Sandals,Black,Winter,2012.0,Casual,Puma Men Black Jiff II Ind Sports Sandals
23165,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Mark Taylor Men Black Printed T-shirt
56136,Women,Personal Care,Makeup,Eyeshadow,Blue,Spring,2017.0,Casual,Colorbar Aquamarine Eye Shadow 007
54661,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Fastrack Women White Dial Watch
5122,Women,Apparel,Topwear,Tshirts,Peach,Summer,2011.0,Casual,Wrangler Women's Striped Peach T-shirt
53622,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch
6308,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk White footwear Flats
59571,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Purple Cufflinks
28986,Women,Apparel,Apparel Set,Kurta Sets,Orange,Summer,2012.0,Ethnic,Biba Outlet Women Orange & White Printed Churidar Kurta with Dupatta
41770,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Remanika Women Printed Pink Dress
29057,Men,Apparel,Bottomwear,Tracksuits,Black,Summer,2012.0,Sports,ADIDAS Men Black Tracksuit
35098,Women,Accessories,Stoles,Stoles,Orange,Spring,2013.0,Casual,Allen Solly Women Coral Stole
23564,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Hugo Boss Women Femme Deo
3446,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Pune Warriors Mens Match Jersey
7220,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Mubleno Distressed Brown Shoe
55173,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Crimson Fire Nail Polish 24
27761,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black Wallet
17590,Unisex,Accessories,Eyewear,Sunglasses,Black,Summer,2017.0,Sports,Speedo Unisex Funky Eyewear Black Sunglasses
51143,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Parx Men White Socks
4032,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I'd Love To Help You Out Black T-shirt
32849,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Grendha Women Roamance Brown Flats
40455,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes
12472,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Leather Black Formal Shoes
27795,Men,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Bulchee Men Brown Wallet
58495,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women Printed White Top
7008,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Green Red Stripe T-shirt
33515,Women,Footwear,Shoes,Heels,Tan,Summer,2016.0,Casual,Cobblerz Women Tan Brown Pumps
34398,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Rider Black T-shirt
32434,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue Polo T-shirt
6740,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Women Air Pegasus+ 28 Grey White Pink Shoe
17317,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses
20595,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Lallu Jhuti Brown Wallet
7666,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Silly Point Blue T-shirt
43457,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Global Desi Women Blue Tunic
44811,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Spykar Women Pink Top
30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Summer,2012.0,Ethnic,Fabindia Girls Printed Magenta Salwar
4445,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Dual Fusion Black Red Shoe
51150,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Parx Men Black Socks
36056,Unisex,Accessories,Bags,Messenger Bag,Mustard,Summer,2015.0,Casual,OTLS Unisex Mustard Brown Messenger Bag
33524,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2016.0,Casual,Cobblerz Women Red Shoes
33140,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt
32862,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012.0,Casual,Wildcraft Unisex Grey & Pink Backpack
14557,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans Men Chukka Low Black Casual Shoes
16200,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Men Polo Grey TShirt
11673,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Red Check Shirt
17570,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green & White Striped Shirt
4670,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2011.0,Sports,ADIDAS BP 3S Dark Navy Black Unisex Backpack
51701,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Van Heusen Unisex Purple Sunglasses
56584,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Streetwear Crystal Ivory Shine Face Brightener
22637,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Kids Boys Printed Black T-shirt
47092,Boys,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Marvel Boys Blue Shoes
10533,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,New Balance MW631 Men Others Walking Black Sports Shoes
23147,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Quechua Women Fleece Black Sweatshirt
32032,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Playboy Men Pack of 3 Ankle-Length Socks
35025,Women,Accessories,Stoles,Stoles,Mustard,Summer,2012.0,Casual,Fabindia Women Mustard Chanderi Hand Printed Stole
4411,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Beatles Men's The Beatles Brick Road Grey Violet T-shirt
5361,Men,Footwear,Shoes,Sports Shoes,Black,,2011.0,Sports,Kipsta F300 Fg Sr Ah09
9103,Men,Footwear,Flip Flops,Flip Flops,Tan,Fall,2011.0,Casual,Provogue Men Ean Tan Flip Flops
45963,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tokyo Talkies Women Light Pink Printed Top
41739,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels
34558,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Puma Women Fitness Black Handbag
47265,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,FCUK Underwear Men Black Striped Brief
10730,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Lorra Grey Grey Handbags
25047,Men,Accessories,Accessories,Accessory Gift Set,Blue,Winter,2015.0,Formal,Lino Perros Men Formal Blue Accessory Gift Set
25275,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Leatherette Red Handbag
46515,Men,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Timex Men Purple Dial Watch T23222
43631,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Vero Moda Women Green Shirt
25423,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Profusion Black Sports Shoes
36034,Men,Accessories,Belts,Belts,Brown,Summer,2015.0,Casual,OTLS Men Brown & Black Reversible Leather Belt
35810,Women,Footwear,Shoes,Heels,Bronze,Summer,2012.0,Casual,Enroute Women Bronze Flats
11629,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Stripe White Kurtas
15289,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,FILA Women DLS Spry Silver Sports Shoes
57458,Women,Accessories,Bags,Clutches,Pink,Summer,2012.0,Casual,Pitaraa Women Pink Clutch
2347,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Reebok Men White Contrasts T-shirt
42146,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Women White Sweet Classic Leather Shoes
25888,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,American Tourister Unisex Casual Blue Bag
24730,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Women White Printed T-shirt
55595,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Peter England Men Brown Check Shirt
39612,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels
13179,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,FILA Men Dls Maxim Black Sports Shoes
19685,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Printed Grey Top
35048,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Silk Green Kurta
17318,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses
32609,Men,Accessories,Wallets,Wallets,Brown,Spring,2013.0,,Levitate Men Brown Wallet
58222,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Vero Moda Women Blue Denim Jeans
43493,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,French Connection Men Green T-shirt
4215,Girls,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Girl's White Fun In The Fair Kidswear
20909,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Casual Bronze Heels
43467,Women,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits
31047,Men,Apparel,Topwear,Shirts,Blue,Winter,2012.0,Casual,Arrow Sport Men Blue Striped Shirt
25827,Women,Apparel,Topwear,Kurtas,Silver,Summer,2012.0,Ethnic,Diva Women Printed Beige Kurta
28704,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,W Women Printed Lavender Kurta
47239,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Playboy Men Red Shoes
36265,Women,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Playsuit
44221,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White Ronaldo Football T-shirt
6777,Men,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Timberland Men Claremont Popl Brown Shirt
23743,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Ray-Ban Women Highstreet Sunglasses
12838,Unisex,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ant Unisex Bebo White Tshirts
40688,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Numero Uno Men Black Formal Shoes
54618,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey MC Men Grey Rio Brief 8033
6587,Men,Apparel,Topwear,Tshirts,Black,Winter,2011.0,Casual,Inkfruit Men's Rock The Cure Black T-shirt
5766,Women,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,Jealous 21 Women Black Jegging
15673,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans
20594,Women,Accessories,Wallets,Wallets,Purple,Winter,2015.0,Casual,Baggit Women Kungfu Baby Purple Wallet
33987,Women,Accessories,Scarves,Scarves,Purple,Summer,2012.0,Casual,Femella Women Check Purple Scarf
19240,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Puma Men Dazzle Blue Shorts
22459,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2011.0,Casual,Myntra Women Purple Leggings
21673,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Men Silver-Toned Chronograph Watch CH2646
51160,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Raymond Men Black Socks
44210,Women,Footwear,Flip Flops,Flip Flops,Purple,Winter,2012.0,Casual,iPanema Women Purple Flip Flops
4879,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Devon White Kidswear
8688,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Basics Black Sunglasses
48825,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015.0,Casual,Lucera Women Silver Pendant
18756,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Kiro Blue Shirt
11845,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Playboy Men Brown Flip Flops
25842,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Printed Multi Coloured Kurta
57208,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeggings
11041,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Check Shirt
19822,Men,Apparel,Topwear,Sweaters,Charcoal,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Charcoal Sweater
25610,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black & White Dial Watch N2161SL09
19648,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,United Colors of Benetton Women Solid Light Brown Top
46184,Women,Accessories,Jewellery,Jewellery Set,Green,Winter,2015.0,Casual,Adrika Green Teracotta  Jewellery Set
32839,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Grendha Women Jola Cigana Brown Flats
56540,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Streetwear Satin Smooth Candy Treat Lipcolor 17
8476,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Scullers For Her Women Pink Check Top Pink Tops
2970,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Puma Men's White T-shirt
34937,Women,Apparel,Topwear,Dupatta,Yellow,Summer,2012.0,Ethnic,Fabindia Yellow Dupatta
49597,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
19683,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Printed Pink T-shirt
39284,Men,Footwear,Sandal,Sandals,Khaki,Winter,2018.0,Casual,Red Chief Men Khaki Sandals
55551,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Revlon Colorstay Sparkling Black Eye Liner
16060,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Highlander Men Solid Beige Trouser
26265,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2013.0,Casual,Proline Men Maroon Polo T-Shirt
47252,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,FCUK Underwear Men Black Brief
3635,Unisex,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Puma Unisex White Speeder Sports Shoes
16897,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Police Women Casual Brown Sunglasses
56571,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,,Streetwear Stay On Mineral Toast Foundation
22252,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,ID Men Blue Casual Shoes
13727,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,ADIDAS Women Silver Adi Primo Sports Shoe
37780,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Bright Striped Shirt
19679,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Top
58249,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Brown Wallet
28591,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Leather Brown Belt
9337,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men Heroes Graphic Yellow Tshirts
46468,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch
16916,Men,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Spykar Men Stripes White Sweaters
7925,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy Polo T-shirt
5488,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Mr.Men Men's Must Sleep Mulberry T-shirt
31996,Men,Accessories,Socks,Socks,White,Summer,2016.0,Formal,Playboy Men White Socks
34880,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Envirosax Women Blue Bag
7589,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011.0,Sports,Nike Men 5 Street G Red Shoe
49847,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch
13231,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts
5443,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Nike Women's Striped Polo Orange T-shirt
19539,Men,Apparel,Topwear,Sweaters,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Sweater
35397,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Stens by Enroute Men Black Formal Shoes
15764,Men,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2016.0,Casual,Facit Men Hunk Blue Innerwear Vest
7784,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Polo T-shirt
40754,Women,Footwear,Flip Flops,Flip Flops,White,Winter,2012.0,Casual,Roxy Women White Flip Flops
56255,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black & Grey Pyjama Set
10820,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men City Work Navy Blue Shirts
56863,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Heels
45645,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Park Avenue Men Black Swank Briefs
51621,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,FOSSIL Women White Dial Watch ES3069
56094,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Star Wine Me Lip Gloss 013
49623,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels
39302,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Casual Shoes
53372,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012.0,Casual,Puma Unisex Red Ferrari Backpack
3771,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Green Polo T-shirt
22775,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,BIBA Women Printed White Kurta
14025,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey Shorts
57514,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Provogue Men Brown Casual Shoes
8731,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Plain Shirt Green Shirts
28613,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Air Max Tailwind Grey Sports Shoes
20441,Unisex,Footwear,Shoes,Casual Shoes,Green,Winter,2012.0,Casual,Disney Kids-Unisex Pooh Steps Green Shoes
10476,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Flying Machine Men Ydc Pink Shirts
29960,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Cat Men Metal Sunglasses
17297,Men,Accessories,Socks,Socks,Black,Summer,2015.0,Sports,Puma Men Pack of 3 Sports Socks
51476,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
14049,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Washed Blue Shirts
49670,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass
